filename	rooms	isRetirementHome	isSharedOwnership	listingCondition	location	numBaths	numRecepts	outcode	postTownName	propertyType	tenure	ditsnace_to_school	ditsnace_to_train	text_description	features	price
61908258.html	4	False	False	pre-owned	Morley	2	2	LS27	Leeds	detached	freehold	0.2	0.5	'** chain free** Situated in a popular and sought after location. This delightful four bedroom detached family home is placed on a generous plot in a lovely cul de sac location. Sure to appeal to a family with close proximity to great schools, amenities and travel links. With PVCu double glazing and gas central heating. The property comprises; entrance hallway with downstairs W/C, Light and spacious living room to the front with double doors leading into the separate dining room. The kitchen is to the rear and is fitted with shaker fronted wall and base units and space for free standing appliances. There is potential to create open plan living by removing the wall between this and the dining room. The garden is accessed by two doors, one in the kitchen and French doors in the dining room. The first floor landing provides access to four generous sized bedrooms. Three being good sized double bedrooms with the master featuring built in wardrobes, cupboard space and en-suite shower room. The second a generous sized single bedroom. Lastly, the family bathroom is fitted with a three piece cream suite. Externally, the front garden is lawned with access to two off street parking spaces . To the side a following off street parking space and double garage is provided. To the rear the garden has been landscaped offering a flagged patio area at the bottom and lawn to the top. A viewing is highly recommended to appreciate the location and size this property has to offer. Please contact us on for a viewing.'	'Fantastic plot in a cul-de-sac + Spacious four bedroom detached property + Double garage and off street parking + Large lounge through to dining room + Four good sized bedrooms + Council Tax D + Call our Morley office to view!'	399999
63448117.html	1	False	False	pre-owned	Hainworth	1	1	BD21	Keighley	end_terrace	freehold	0.5	0.6	"Summary A unique opportunity to acquire this beautiful one bedroom cottage, situated in a quaint hamlet on the outskirts of Keighley. Adapted by the current owners to offer extra living space this is truly a 'one off' that is sure to appeal to a range of buyers, including those looking investment. Description Situated in the quaint Hamlet of Hainworth is this most appealing, beautifully presented cottage. Having been much improved and adapted by the current owners the property currently provides unique living space rarely found in a cottage of this size. Approached from the front, the property has a lovely cottage style garden with a flagged patio pathway leading to the front door. On entering the property you will find a spacious dining kitchen with a staircase leading to the first floor with lots of useful built in storage space underneath. In addition there is a utility room housing the central heating boiler, plumbing for a washing machine and additional built in storage. To the first floor is what was originally the main bedroom. This has now been adapted by the current owners to provide a living area and a study. Access from here is provided to the modern three piece house bathroom. A ladder provides access to the mezzanine with a Velux roof window. This is used as the bedroom by the current owners. An internal inspection is considered essential to fully appreciate the layout and accommodation on offer. 1. Money laundering regulations: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale. 2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property. 3. The measurements indicated are supplied for guidance only and as such must be considered incorrect. 4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase. 5. These particulars are issued in good faith but do not constitute representations of fact or form part of any offer or contract. The matters referred to in these particulars should be independently verified by prospective buyers or tenants. Neither sequence (UK) limited nor any of its employees or agents has any authority to make or give any representation or warranty whatever in relation to this property."	'Beautiful Cottage + Unique Living Accommodation + Ideal Investment/Holiday Home + Dining Kitchen and Utility Room + Lounge and Study (Formerly Bedroom) + Modern House Bathroom + Mezzanine + Cottage Garden'	140000
60834388.html	3	False	False	pre-owned	Keighley	1	None	BD21	Keighley	terraced	freehold	0.2	0.2	'** check out our 3D virtual tour** Open House are delighted to offer to the market this well presented three bedroom terrace with front and rear patios. Single garage and stunning views. Close to local amenities and public transport routes. Viewing is essential to appreciate all this property has to offer. This property briefly comprises of; Garden Front Flagged front yard. Garden Front Flagged front yard. Reception Room Reception room with uPVC double glazing, gas central heating and gas fireplace. Dining Room Dining room with uPVC double glazing, open plan from the reception room. Kitchen Kitchen with uPVC double glazing, gas central heating, matching fitted wall and base units. Bathroom Bathroom with uPVC double glazing, gas central heating, white three piece suite with shower. Bedroom One Double bedroom with uPVC double glazing and gas central heating. Bedroom Two Double bedroom with uPVC double glazing and gas central heating. Bedroom Three Single bedroom with uPVC double glazing and gas central heating. Rear Garden Flagged rear garden with stunning views. Garage Single garage with metal door.'	''	148000
62304206.html	5	False	False	pre-owned	Alwoodley	2	2	LS17	Leeds	semi_detached	freehold	0.1	0.2	'This five bedroom semi detached home offers fantastic proportions throughout and occupies an enclosed and private plot which is so close to the many amenities of Moortown Corner, well regarded schools, public transport and is easy for onward travel. A particular feature of this property is the great sized basement which is currently used as a hobbies room and laundry with sliding patio doors opening to the paved and low maintenance rear garden. This area offers so much more potential. The feeling of space within the property begins as you enter a wide reception hallway with the original mahogany panelling to the staircase. There are two reception rooms, a living room to the front and a dining room to the rear. The kitchen is light and bright with a door opening to steps leading down to the rear garden. A super sized master bedroom with an en suite, another large double, a single and a house bathroom complete the first floor. There are two further double bedrooms to the second floor. This property offers over 1800 sq feet of flexible living and is a home that will fit with many different types of family needs.'	'Semi-detached home offering over 1800 sq feet of living space + Super location, close to moortown corner and many amenities + Two great sized reception rooms + Fabulous basement currently A hobbies room and laundry room + Five bedrooms + Master with en suite + Enclosed and private plot + Driveway and garage + Loads of further potential + Suitable for such A wide range of buyers'	500000
62707531.html	3	False	False	new	BD21 5FH	2	1	BD21		town_house	freehold	0.3	0.3	'A brand new middle town house on a select development of similar quality homes on the edge of the popular suburb of Ingrow. This attractive brand new middle town house offers accommadation over 3 floors and brisfly comprises on ground floor Ent hall, play room and integral single garage fisrt floor landing lounge and dining kitchen 2nd floor 3 bedrooms one with ensuite and house bathroom .Outside garden to rear and driveway to front. With gas heating and doubler glazing as standard there are quality fixtures and fittings throughout. A home with undoubted appeal to the family and will only be fully revealed by an internal inspection. Pleasantly situated in the popular suburb of Ingrow convenient for amenities therein but only a mile or so from the larger shopping facilities of Keighley town centre which also has links by road and rail to the magor towns and cities of West Yorkshire .'	''	189950
62582152.html	2	False	False	pre-owned	Leeds	1	1	LS9	Leeds	terraced	freehold	0.1	0.3	'Summary Traditional property hosting well-proportioned accommodation over three floors, to include two double bedrooms, one bathroom, one reception rooms and kitchen. Ideally situated within walking distance to amenities. Description William H Brown are delighted to bring to the market, this traditional two bedroom through terraced home situated within walking distance to amenities. This family home hosts well-proportioned accommodation to comprise of lounge, kitchen, one double bedroom to the first floor and family bathroom, further second double bedroom to the third floor. The property benefits from a low maintenance enclosed garden to the rear which is patio. Viewing is highly advised to appreciate how well maintained the property is throughout, and its accessible location. Auctioneer\'s Comments This property is offered through Modern Method of Auction. Should you view, offer or bid your data will be shared with the Auctioneer, iamsold Limited. This method requires both parties to complete the transaction within 56 days, allowing buyers to proceed with mortgage finance (subject to lending criteria, affordability and survey). The buyer is required to sign a reservation agreement and make payment of a non-refundable Reservation Fee of 4.2% of the purchase price including VAT, subject to a minimum of £6,000.00 including VAT. This fee is paid in addition to purchase price and will be considered as part of the chargeable consideration for the property in the calculation for stamp duty liability. Buyers will be required to complete an identification process with iamsold and provide proof of how the purchase would be funded. The property has a Buyer Information Pack containing documents about the property. The documents may not tell you everything you need to know, so you must complete your own due diligence before bidding. A sample of the Reservation Agreement and terms and conditions are contained within this pack. The buyer will also make payment of £300 inc VAT towards the preparation cost of the pack. The estate agent and auctioneer may recommend the services of other providers to you, in which they will be paid for the referral. These services are optional, and you will be advised of any payment, in writing before any services are accepted. Listing is subject to a start price and undisclosed reserve price that can change. Lounge 12\' 9" Max x 14\' 5" Max ( 3.89m Max x 4.39m Max ) Adam style fireplace, carpeted, radiator, TV point and window to the front aspect. Kitchen 11\' 3" Min x 8\' 3" Min ( 3.43m Min x 2.51m Min ) Boasting a range of light wall and base units with work surfaces over. Inset stainless steel sink unit with single drainer and mixer tap. Electric cooker and gas hob with extractor fan. Plumbing for washing machine and space for fridge-freezer. Window to the rear aspect and vinyl floor. Door leading down to the basement and stairs leading up to first floor and also benefits from a radiator. Bedroom One 11\' 10" x 14\' 5" Max ( 3.61m x 4.39m Max ) This double bedroom has a window to the front aspect, radiator and carpeted. Bathroom Comprising wash hand basin and low level WC, shower cubicle vinyl flooring and having a window to the rear aspect, Bedroom Two 12\' 11" Max x 14\' 5" Max ( 3.94m Max x 4.39m Max ) Irregular shaped double bedroom with a window to the front aspect and radiator. Restricted head height. External Description Gated access to the rear garden, patio. 1. Money laundering regulations: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale. 2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property. 3. The measurements indicated are supplied for guidance only and as such must be considered incorrect. 4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase. 5. These particulars are issued in good faith but do not constitute representations of fact or form part of any offer or contract. The matters referred to in these particulars should be independently verified by prospective buyers or tenants. Neither sequence (UK) limited nor any of its employees or agents has any authority to make or give any representation or warranty whatever in relation to this property.'	'Sale by Modern Auction (T&amp;Cs apply) + Subject to an undisclosed Reserve Price + Buyers fees apply + Two Double bedrooms + Traditional terrace property + Great access to schools and amenities + Low Maintenance Garden to the Rear + Attic Bedroom to the Top Floor'	100000
62351567.html	4	False	False	pre-owned	Meltham	2	1	HD9	Holmfirth	detached	None	0.4	0.7	'Plot 4 enjoys the largest plot on this exclusive new development by Brierstone Ltd, featuring landscaped gardens to the front, side and rear. It enjoys a pleasant setting along a cobbled lane in a little known location with wooded aspect to the front. It has 1685 sqft of well planned accommodation perfect for family living. This comprises: Entrance hall, lounge, living / dining kitchen, utility, downstairs wc, landing, 4 bedrooms, bathroom and en-suite. It will be finished to an excellent modern specification with gas central heating, uPVC double glazing and quality fittings throughout. Externally, it will feature a garden area and parking to the front leading to the integral garage. To the rear there will be a large enclosed garden which will be landscaped with paved seating area and lawns and a further garden to the side. Station road, meltham Plot 4 enjoys the largest plot on this exclusive new development by Brierstone Ltd, featuring landscaped gardens to the front, side and rear. It enjoys a pleasant setting along a cobbled lane in a little known location with wooded aspect to the front. It has 1685 sqft of well planned accommodation perfect for family living. This comprises: Entrance hall, lounge, living / dining kitchen, utility, downstairs wc, landing, 4 bedrooms, bathroom and en-suite. It will be finished to an excellent modern specification with gas central heating, uPVC double glazing and quality fittings throughout. Externally, it will feature a garden area and parking to the front leading to the integral garage. To the rear there will be a large enclosed garden which will be landscaped with paved seating area and lawns and a further garden to the side. About brierstone ltd Founded in 1981, Brierstone established itself as a premier house builder in the north of England. Their reputation for building high quality, bespoke and imaginative homes is renowned. They pride themselves on attention to detail, respect and commitment to produce a quality product in line with customer needs and budget. Their portfolio has seen them develop specialist one off properties, working with National Heritage on the renovation of Grade 1 and Grade 2 listed buildings as well as new build specialist care and leisure facilities. About the development The site occupies a pleasant tucked away position along a stone cobbled lane enjoying a pleasant wooded outlook to the front. It enjoys pleasant countryside walks and is well located for access to Meltham\'s extensive village amenities. The centre of the village is located less than half a mile from the site and boast traditional pubs, cafes, butcher\'s shop, deli, post office, a well stocked Co-op and Morrisons supermarket. Recent additions also include The Fourth Fiend – a craft beer pub serving its own brews from the village and Lu\'s Place – a contemporary café serving the best in local produce. Meltham enjoys excellent links for commuting over the hill into Greater Manchester and is located approximately 5 miles from the centre of Huddersfield. The thriving market town of Holmfirth and canalside village of Slaithwaite are also located within easy reach. Specifications external specification •Natural sandstone walling and window surrounds to house and garage walls •Natural blue slate roof tiles •Bank of inset solar photovoltaic panels to the roof •Increased insulation thickness to keep heating bills down •Double glazed woodgrain PVCu lockable windows finished in anthracite grey externally and white internally with chrome ironmongery •Multi-point locking composite external doors in matching anthracite externally and white internally with chrome ironmongery •Fully automated and insulated anthracite grey sectional garage doors •Aluminium anthracite grey bi-folding doors to garden room •Turfed and landscaped gardens (including planting) •Natural stone flags for patios and garden paths •Block paved driveway •External tap •Plumbed and electric feed for Hot tub •External stainless steel LED lighting •Traditional natural garden walling to front gardens and hit-and-miss fencing (heights vary) to boundaries internal specification •Feature oak and glass staircases •Underfloor heating to ground floor\'s •Suffolk Oak internal doors •Chrome ironmongery •Chalkstone white emulsion to all walls and brilliant white ceilings •Satin white finish to all internal woodwork •Fitted wardrobes to the master bedroom (range of colour choices) •Range of carpets and tiles to choose from kitchen •Stunning contemporary kitchens by Siematic (range of colour choices) •Solid quartz worktops and upstands (range of choices) •Neff induction hob and extractor •Neff integrated stainless steel multifunction oven •Neff built-in combination microwave oven •Integrated fridge freezer and dishwasher •Under unit LED lighting bathroom •High quality Duravit and Hansgrohe sanitaryware & fittings •Contemporary grey metallic heated towel rails to house bathroom and en suites •Choice of the latest luxury porcelain tiles to walls and floors •Walk-in shower units featuring chrome downpour thermostatic overhead shower heating •High performance Vaillant condensing combi boilers providing both central heating and hot water •Underfloor heating as standard to ground floor areas of selective plots •White enamel radiators to all first floor areas and grey metallic heated towel rails to house bathroom, en-suites and WC electrics •Television cabling and sockets to main bedroom, kitchen and lounge •cat 6 cabling throughout allowing for seamless data distribution •Security alarm system •Mains smoke detectors with battery back-up •Satin chrome socket and switch covers throughout (white plastic socket covers to bedrooms) •All downlights in brushed chrome •Electric car charging point •Smart Meter •Lighting and power sockets in garages warranty All homes come with: •10 year labc structural warranty as standard for complete piece of mind •2 year Brierstone customer care period (first 2 years) purchaser choices You will have the opportunity to make selections from our excellent range of the following*: •Wall tiles •Floor tiles •Carpet colour •Kitchen colour and choice of worktop *Build stage dependent viewing By appointment with Wm Sykes & Son. Please call our Holmfirth office to arrange a private site visit. This is a working building site and members of the public will not be permitted to enter onto the site without prior appointment. Location Head out of Meltham on the B6108 Huddersfield Road towards Netherton / Huddersfield. Take a left at Meltham Mills onto Station Road. This is a stone cobbled lane, follow this along passing the former Mill Pond and bearing round to the left. The property will be found on the right hand side. Please note The internal images used are from a similar Brierstone development. Accommodation ground floor entrnace hall lounge 20\' 1" x 12\' 7" (6.14m x 3.85m) dining kitchen 14\' 4" x 21\' 3" (4.38m x 6.5m) utility 8\' 5" x 8\' 10" (2.57m x 2.7m) WC 3\' 3" x 8\' 10" (1m x 2.7m) garage 19\' 8" x 10\' 4" (6m x 3.15m) first floor bedroom 1 11\' 1" x 16\' 2" (3.39m x 4.93m) en-suite 6\' 10" x 6\' 0" (2.1m x 1.85m) bedroom 2 10\' 7" x 16\' 1" (3.25m x 4.92m) bedroom 3 9\' 8" x 14\' 4" (2.97m x 4.39m) bedroom 4 8\' 2" x 14\' 5" (2.5 maxm x 4.4m) bathroom 8\' 6" x 7\' 4" (2.6m x 2.25m)'	'Exclusive new development by Brierstone Ltd + Superb stone built 4 bedroom detached house + Spacious modern interior with quality fittings + Large living kitchen with bifolding doors + Good sized landscaped garden to the rear + Driveway parking and garage + Pleasant tucked away setting with wooded aspect + Available to reserve now'	565000
61888413.html	1	False	False	pre-owned	Bradford	1	1	BD1	Bradford	flat	leasehold	0.1	0.4	'Hunters bradford presents - cheapside chambers Investors / landlords A one bedroom open plan apartment Currently tenanted at £325 pcm lease term - 250 years from and including 1 March 2017 to and including 28 February 2267 Ground rent = £249/yr. Service charge = £536.94 /yr. Insurance Insurance £728.75 /yr. For 2022 tenancy term - 12 Month Contract from Sat 19/02/2022 Sat 18/02/2023 Enter the property into the hallway, there are doors to all rooms and a cupboard. The open plan lounge / kitchen is lit by two windows and has a lounge area and both wall and base kitchen units, electric hob with plumbing for a washing machine. The bedroom is a double room with wall heater and space for a desk / vanity table. The shower room is a three piece with shower cubicle, basin and WC. With the apartment’s location, it is ideal for access to both the Bradford shopping area and transport networks to surrounding towns and cities. Please note: The property is currently managed by Hunters, should the management be transferred to the buyer or another management agent, please note, the fee payable will be £600 Inc Vat. For management packages contact the Lettings Department, who will alternately manage the property on your behalf, set you up you as a new landlord and continue as normal. The property is currently tenanted with an income, see below, advised by Vendor, which will need to be verified by Solicitors on Sale Agreed Hunters Bradford offer a comprehensive Lettings/Management Service including Rent Guarantee and Eviction Cover. Please Contact Lettings for more Info on or Entrance Hall Open Plan Lounge / Kitchen (4.26 x 3.25) Bedroom (2.65 x 5.16) Shower Room (2.03 x 1.78)'	'Investor landlords + One bedroom open plan apartment + Current rent £325LEASE : Term : 250 years from and including 1 March 2017 and to andincluding 28 February 2267 + Shower room + Well maintained and looked after by the current tenant'	40000
63387162.html	3	False	False	pre-owned	Bradford	1	2	BD4	Bradford	terraced	freehold	0.3	0.4	'Hunters bradford presents - buller street A three bedroom mid-through terrace located in BD4 - for sale by modern method of auction first time buyers / investors - set out over three floors - extended kitchen to rear - dining area - four-piece bathroom - rear yard garden - located close to M62 network - EPC rating E - council tax band A - awaiting probate Cash buyers only ground floor Enter the property into the porch area, this leads into the living room. The living room is a good space with gas fire and gives access to the dining kitchen. The dining kitchen has been extended giving this property more space than others similar houses within the area. The kitchen has a range of both wall and base units, plumbing for a washing machine and space for a cooker. To the rear of the kitchen there is access to the rear porch, leading to the rear garden. First floor From the first-floor landing there is access to bedroom 1, the bathroom, stairs to the first floor and an over the stairs cupboard. Bedroom1 is a double room with wardrobes and overlooks the front of the property. The bathroom is a good size for the style of property and has a four-piece suite with shower cubicle, bath, basin and WC. Second floor From the second-floor landing, there is access to bedroom 2 and bedroom 3. Bedroom 2 overlooks the front of the property, bedroom 3 overlooks the rear of the property. External To the front is a small yard are and to the rear is a yard garden with fence. Please note the sellers are awaiting probate which has been applied for. Auction to finish Monday 02nd Jan, 11:03 am please note the auction can finish early, if an acceptable bid has been given to the vendor and the reservation fee paid. Important information This property is offered for sale by the ‘Modern Method of Auction’. The successful bidder is required to pay a non-refundable reservation fee of £6,000.00. Any successful bidder will pay this to secure the property. The reservation fee is in addition to the purchase price. The successful bidder then has 60 days to exchange legally binding contracts. * Generally speaking Guide Prices are provided as an indication of each seller\'s minimum expectation. They are not necessarily figures which a property will sell for and may change at any time prior to the auction. Virtually every property will be offered subject to a Reserve (a figure below which the Auctioneer cannot sell the property during the auction) which we expect will be set within the Guide Range or no more than 10% above a single figure Guide. Ground Floor Lounge (3.80 x 4.26 (12\'5" x 13\'11")) Kitchen Area Dining Area Porch First Floor Bedroom 1 (3.42 x 4.26 (11\'2" x 13\'11")) Bathroom (2.90 x 2.85 (9\'6" x 9\'4")) Second Floor Bedroom 2 (3.77 x 2.16 (12\'4" x 7\'1")) Bedroom 3 (3.81 x 1.61 (12\'5" x 5\'3")) Auction to finish Monday 02nd Jan, 11:03 am please note the auction can finish early, if an acceptable bid has been given to the vendor and the reservation fee paid. Important information This property is offered for sale by the ‘Modern Method of Auction’. The successful bidder is required to pay a non-refundable reservation fee of £6,000.00. Any successful bidder will pay this to secure the property. The reservation fee is in addition to the purchase price. The successful bidder then has 60 days to exchange legally binding contracts. * Generally speaking Guide Prices are provided as an indication of each seller\'s minimum expectation. They are not necessarily figures which a property will sell for and may change at any time prior to the auction. Virtually every property will be offered subject to a Reserve (a figure below which the Auctioneer cannot sell the property during the auction) which we expect will be set within the Guide Range or no more than 10% above a single figure Guide.'	'First time buyers / investors + For sale by modern method of auction + Three bedroom mid though terrace + Set out over three floors + Extended kitchen to rear + Dining area + Four piece bathroom + Rear yard garden + Located close to M62 network + EPC rating E - council tax band A'	65000
63594988.html	5	False	False	pre-owned	Huddersfield	4	2	HD3	Huddersfield	semi_detached	freehold	0.1	0.7	'Offering a blend of modern refinement combined with original character is this well-appointed, renovated, five bedroomed, semi-detached cottage. Situated in one of Huddersfield’s most sought after locations, the property may well prove suitable to the professional couple or expanding family buyer looking to access nearby Lindley Village with its various bars and restaurants, whilst only being a short drive away from the M62 motorway network serving Leeds and Manchester. Briefly comprising, on the ground floor, an entrance porch, inner hallway, living room, dining room/bedroom five, open plan breakfast kitchen with some integrated appliances, cloakroom/WC, and basement with utility area. On the first floor are three bedrooms (one with walk-in wardrobe), study and house bathroom. To the second floor is a further double bedroom with en suite bathroom and dressing room. The property has oak panelled doors throughout, enjoys a gas central heating system and is predominantly uPVC double glazed. Externally, there is a tarmacked driveway to the front elevation, a raised garden and an Indian slate patio leads around to the side where there is a composite decked area, and onto the rear where a small, flagged seating area can be found. Viewing highly recommended. Entrance Porch A timber and glazed door opens to the entrance porch where there are several glazed panels across the front elevation providing far reaching views, tiled flooring and a wall light point. From here, a composite door with double glazed insert leads to the inner hallway. Inner Hallway With exposed beams to the ceiling, hanging hooks, exposed stone flagged flooring and a contemporary, vertically hung radiator. Living Room Having lots of light from the front elevation via two sash style, uPVC double glazed windows. There is an oak style floor running throughout, exposed beams to the ceiling, feature display area with TV plinth, a ceiling light point, power points and a radiator. The focal point of the room is an exposed stone fire surround with stone hearth, home to a wood burning stove. From the living room, a stone staircase with exposed stone walls leads down to the basement/utility area. Dining Room/Bedroom Five This versatile room could be used for several purposes and has a set of sliding uPVC double glazed doors across the front elevation, along with exposed beams to the ceiling, Karndean style flooring and a radiator. There are sash style, uPVC double glazed windows to the rear elevation and arched uPVC double glazed windows to two elevations. Cloakroom/Wc Having a modern white suite comprising a low flush WC and vanity hand basin with chrome monobloc tap over and storage cupboards beneath. The walls are predominantly tiled to dado height, with an exposed stone flagged floor, a ceiling light point, and a wall mounted, ladder style, heated towel rail. Breakfast Kitchen Running across the rear of the property and with lots of light from several uPVC double glazed windows. The kitchen has a range of modern, high gloss base cupboards, drawers, roll-edge worktops, incorporating a breakfast bar, with tiled splash-backs and matching wall cupboards over. Integrated appliances include a split-level hob and oven with overlying extractor hood. Having a stone flagged floor and exposed beams to the ceiling. A set of arched, timber and double glazed doors lead out onto the composite decking and patio beyond. Basement Utility Area A most useful room with a distinct contemporary feel, complete with vaulted ceiling, ceiling light point, modern wall panel with feature lighting, power points and a stone flagged floor. The utility area has a range of base cupboards, drawers, roll-edge worktops, an inset bowl sink unit with overlying mixer tap, along with plumbing for an automatic washing machine. Additional light comes from the front elevation via a uPVC double glazed window. First Floor Landing A stone staircase rises to the first floor landing where there is an under stairs store cupboard, central ceiling light, a radiator and a study area. Study Area The study area is accessed from the landing via an oak panelled door and a timber and bi-folding glazed door. Having oak flooring, power points, a radiator and a uPVC double glazed sash window looking out towards the Colne Valley. House Bathroom Having a modern white suite comprising a low flush WC, vanity hand basin with chrome monobloc tap over and high gloss storage cupboards beneath, and a roll top bath with overlying mixer tap rising to a shower head. The walls are tiled with a contrasting engineered oak style floor, along with exposed beams and a wall mounted, ladder style, heated towel rail. Bedroom Two Set to the rear of the property with natural light from two elevations via several uPVC double glazed windows. There are exposed beams to the ceiling, engineered oak style flooring, power points, two ceiling light points and a radiator. En Suite Having a modern, white, contemporary style suite comprising a low flush WC and vanity hand basin with chrome mixer tap over. There is a tiled shower cubicle with smoked glass door, home to a mains fed shower. The walls are tiled with a contrasting tiled floor, along with a ceiling light point and a wall mounted, ladder style, heated towel rail. Additional light comes from the side elevation via a uPVC double glazed window. Bedroom Three This double bedroom is set to the front of the property and has two uPVC double glazed, sash windows and engineered oak style flooring. There are exposed beams to the ceiling, spotlights, power points and a walk-in wardrobe with fitted shelving. Bedroom Four This single bedroom is set to the rear of the property and has two uPVC double glazed windows and engineered oak style flooring, along with ceiling light points, power points and a radiator. Second Floor Landing From the landing, a staircase rises to the second floor. This area would make an ideal teenage annex or master bedroom, with dressing area and en suite bathroom. The current format encompasses a dressing room with an attractive, slate style laminate floor, exposed beams, power points, radiator and a Velux double glazed window. En Suite Bathroom Having a white suite comprising a low flush WC, vanity hand basin with chrome mixer tap over and a panelled bath with overlying mains fed shower. The walls are tiled with a contrasting tiled floor, along with a ceiling light point, Velux double glazed window and a wall mounted, ladder style, heated towel rail. Bedroom One This bedroom may well prove to be the Master with lots of lovely features including exposed beams, Velux double glazed windows, Amtico style flooring, power points and a radiator. Additional light comes from the side elevation via three uPVC double glazed windows. External Details To the front of the property is a tarmacked driveway and a raised, low maintenance, walled garden providing views towards the Colne Valley. An Indian slate pathway leads along the side of the property where it meets an area of composite decking, and to the rear is a stone flagged seating area. Tenure The vendor informs us that the property is freehold. Please note: The property has been furnished by the current owner.'	''	425000
62738965.html	2	False	False	new	Wheatley	1	1	HX3	Halifax	mews	None	0.4	0.4	'Wheatley Place boasts 10 two bedroom mid mews properties and 10 three bedroom end mews properties all with modern fitted kitchen, ground floor WC and a three piece bathroom suite with overhead shower. The properties also benefit from gas central heating and uPVC double glazing. Outside the properties have a rear garden and off-road parking for two vehicles. The development is approximately two miles North West of Halifax Town Centre. Accommodation: The Murgatroyd - To the ground floor is a living room, kitchen/dining, ground floor WC, two first floor bedrooms and a three piece bathroom suite. Wheatley Place boasts 10 two bedroom mid mews properties and 10 three bedroom end mews properties all with modern fitted kitchen, ground floor WC and a three piece bathroom suite with overhead shower. The properties also benefit from gas central heating and uPVC double glazing. Outside the properties have a rear garden and off-road parking for two vehicles. The development is approximately two miles North West of Halifax Town Centre. Accommodation: The Murgatroyd - To the ground floor is a living room, kitchen/dining, ground floor WC, two first floor bedrooms and a three piece bathroom suite. Disclaimer * Please note...photographs are for illustration purposes only and measurements may alter slightly during construction. Help to Buy Example: If you bought your home for £185,000 you would need a deposit of £9,250 and a mortgage of £138,700 the Government will contribute £37,000 (20%) equity loan to complete the £185,000.'	'2 Bedroom Mid Mews Property + Fitted Kitchen &amp; Bathroom + Ground Floor WC + Gas Central Heating + Upvc Double Glazing + Rear Garden + Off Road Parking For 2 Vehicles + Only £9,250 Deposit Required + Help to Buy available'	185000
62462841.html	5	False	False	pre-owned	Shipley	2	2	BD18	Shipley	terraced	freehold	0.2	0.2	'Delightfully situated within a sought after residential location is a well presented five bedroom stone built period home offering attractive living accommodation planned over four floors with garden and parking. Delightfully situated within a prestigious residential location close to the centre of Shipley is a well presented stone built terraced property home offering attractive living accommodation over four floors. The property will most certainly appeal to the more discerning purchaser seeking a substantial five bedroom period home which boasts an array of character features. The property also offers tremendous potential to create further accommodation in the basement area subject to relevant planning permission and building regulations being obtained. The accommodation briefly comprises hallway, lounge and dining room open on to the kitchen to the ground floor. The lower ground floor with basement store rooms, offering potential to create further accommodation, allows access to the rear garden and driveway. The first floor has three bedrooms and the house bathroom, with two further bedrooms and shower room to the second floor. Shipley is a popular and well established residential neighbourhood in the heart of the Aire Valley, the historic world heritage site of Saltaire is within comfortable walking distance where a broad range of everyday shops and quaint restaurants are available as well as a railway station from where there is a frequent service into the cities of Leeds and Bradford and into the popular local towns of Skipton and Ilkley'	'Stone built terrace + Five bedrooms + Period home + Character features + Gardens to front and rear + Gated driveway'	325000
